	kingdom	phylum	class	order	family	genus	species
Otu17549	Fungi	Ascomycota					
Otu17550	Fungi						
Otu17551	Fungi	Ascomycota	Sordariomycetes				
Otu17552	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Skeletocutis	unidentified
Otu17553	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
Otu17554	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	Clavaria_falcata
Otu17555	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
Otu17556	Fungi						
Otu17557	Fungi	Ascomycota	Dothideomycetes	Capnodiales	unidentified	unidentified	unidentified
Otu17558	Fungi						
Otu17559	Fungi						
Otu17560	Fungi						
Otu17561	Fungi						
Otu17562	Fungi	Ascomycota					
Otu17563	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
Otu17564	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17565	Fungi	Basidiomycota	Agaricomycetes				
Otu17566	Fungi						
Otu17567	Fungi						
Otu17568	Fungi	Ascomycota					
Otu17569	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17570	Fungi						
Otu17571	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	
Otu17572	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae		
Otu17573	Fungi						
Otu17574	Fungi	Basidiomycota	Agaricomycetes				
Otu17575	Fungi						
Otu17576	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Botryobasidiaceae	Botryobasidium	unidentified
Otu17577	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17578	Fungi						
Otu17579	Fungi						
Otu17580	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_domesticum
Otu17581	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Chaetosphaeria	unidentified
Otu17582	Fungi						
Otu17583	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17584	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17585	Fungi	Ascomycota					
Otu17586	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
Otu17587	Fungi						
Otu17588	Fungi	Ascomycota	Leotiomycetes	Helotiales			
Otu17589	Fungi						
Otu17590	Fungi						
Otu17591	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17592	Fungi						
Otu17593	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17594	Fungi						
Otu17595	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Fomitiporella	unidentified
Otu17596	Fungi	Rozellomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17597	Fungi						
Otu17598	Fungi						
Otu17599	Fungi	Ascomycota	Sordariomycetes				
Otu17600	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Helminthosporium	Helminthosporium_asterinum
Otu17601	Fungi						
Otu17602	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17603	Fungi	Ascomycota	Leotiomycetes				
Otu17604	Fungi						
Otu17605	Fungi						
Otu17606	Fungi						
Otu17607	Fungi						
Otu17608	Fungi						
Otu17609	Fungi						
Otu17610	Fungi						
Otu17611	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascales_fam_Incertae_sedis	Vermiculariopsiella	unidentified
Otu17612	Fungi	Ascomycota					
Otu17613	Fungi	Ascomycota	Sordariomycetes				
Otu17614	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
Otu17615	Fungi						
Otu17616	Fungi						
Otu17617	Fungi						
Otu17618	Fungi						
Otu17619	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17620	Fungi	Ascomycota	Sordariomycetes	Xylariales			
Otu17621	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Setophoma	Setophoma_endophytica
Otu17622	Fungi						
Otu17623	Fungi						
Otu17624	Fungi						
Otu17625	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17626	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Lecanicillium	Lecanicillium_fungicola
Otu17627	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
Otu17628	Fungi						
Otu17629	Fungi						
Otu17630	Fungi	Ascomycota	Leotiomycetes				
Otu17631	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17632	Fungi						
Otu17633	Fungi						
Otu17634	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Scytalidium	Scytalidium_aurantiacum
Otu17635	Fungi						
Otu17636	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unidentified	unidentified
Otu17637	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	unidentified
Otu17638	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
Otu17639	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Amphinema	unidentified
Otu17640	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	unidentified
Otu17641	Fungi	Calcarisporiellomycota	Calcarisporiellomycetes	Calcarisporiellales	Calcarisporiellaceae	Calcarisporiella	unidentified
Otu17642	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17643	Fungi						
Otu17644	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Annulohypoxylon	Annulohypoxylon_minutellum
Otu17645	Fungi						
Otu17646	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Paraglomus_occultum
Otu17647	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	unidentified	unidentified
Otu17648	Fungi						
Otu17649	Fungi						
Otu17650	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17651	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae		
Otu17652	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17653	Fungi	Basidiomycota	Agaricomycetes	Boletales	Melanogastraceae	Melanogaster	unidentified
Otu17654	Fungi						
Otu17655	Fungi						
Otu17656	Fungi						
Otu17657	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Inonotus	Inonotus_rickii
Otu17658	Fungi						
Otu17659	Fungi						
Otu17660	Fungi	Basidiomycota	Agaricomycetes				
Otu17661	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_cuniculi
Otu17662	Fungi						
Otu17663	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
Otu17664	Fungi						
Otu17665	Fungi	Blastocladiomycota	Blastocladiomycetes	Blastocladiales	Blastocladiaceae	Allomyces	Allomyces_arbusculus
Otu17666	Fungi						
Otu17667	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Hypoxylon	unidentified
Otu17668	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Veronaea	Veronaea_compacta
Otu17669	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17670	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_bonariae
Otu17671	Fungi						
Otu17672	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Pseudosigmoidea	Pseudosigmoidea_ibarakiensis
Otu17673	Fungi						
Otu17674	Fungi						
Otu17675	Fungi						
Otu17676	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	unidentified
Otu17677	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae		
Otu17678	Fungi						
Otu17679	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	
Otu17680	Fungi						
Otu17681	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17682	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17683	Fungi	Ascomycota					
Otu17684	Fungi						
Otu17685	Fungi						
Otu17686	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	unidentified	unidentified
Otu17687	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia_tetramera
Otu17688	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	unidentified
Otu17689	Fungi	Ascomycota	Sordariomycetes				
Otu17690	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis		
Otu17691	Fungi						
Otu17692	Fungi						
Otu17693	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	unidentified
Otu17694	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	unidentified	unidentified
Otu17695	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17696	Fungi						
Otu17697	Fungi						
Otu17698	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	unidentified	unidentified
Otu17699	Fungi						
Otu17700	Fungi						
Otu17701	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17702	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	unidentified
Otu17703	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17704	Fungi						
Otu17705	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17706	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Dendrosporium	Dendrosporium_lobatum
Otu17707	Fungi						
Otu17708	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora_exuberans
Otu17709	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
Otu17710	Fungi						
Otu17711	Fungi	Ascomycota					
Otu17712	Fungi						
Otu17713	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetales_fam_Incertae_sedis	Peniophorella	Peniophorella_pallida
Otu17714	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Stagonospora	Stagonospora_bicolor
Otu17715	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17716	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis	unidentified
Otu17717	Fungi						
Otu17718	Fungi						
Otu17719	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
Otu17720	Fungi						
Otu17721	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17722	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_dimennae
Otu17723	Fungi	Ascomycota					
Otu17724	Fungi	Ascomycota					
Otu17725	Fungi						
Otu17726	Fungi						
Otu17727	Fungi						
Otu17728	Fungi						
Otu17729	Fungi	Ascomycota					
Otu17730	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	unidentified	unidentified
Otu17731	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17732	Fungi						
Otu17733	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17734	Fungi						
Otu17735	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia	Capronia_mansonii
Otu17736	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Gyoerffyella	unidentified
Otu17737	Fungi						
Otu17738	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
Otu17739	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	
Otu17740	Fungi						
Otu17741	Fungi						
Otu17742	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
Otu17743	Fungi						
Otu17744	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Hypholoma	Hypholoma_lateritium
Otu17745	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17746	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	unidentified	unidentified	unidentified
Otu17747	Fungi	Ascomycota	Sordariomycetes				
Otu17748	Fungi						
Otu17749	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
Otu17750	Fungi						
Otu17751	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17752	Fungi						
Otu17753	Fungi						
Otu17754	Fungi						
Otu17755	Fungi	Rozellomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17756	Fungi						
Otu17757	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Fibricium	Fibricium_subceraceum
Otu17758	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
Otu17759	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17760	Fungi	Ascomycota	Dothideomycetes	Dothideales			
Otu17761	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Otu17762	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17763	Fungi	Ascomycota	Leotiomycetes	Helotiales	unidentified	unidentified	unidentified
Otu17764	Fungi						
Otu17765	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae		
Otu17766	Fungi						
Otu17767	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17768	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	unidentified
Otu17769	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
Otu17770	Fungi						
Otu17771	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae		
Otu17772	Fungi						
Otu17773	Fungi	Basidiomycota	Tremellomycetes	Tremellales			
Otu17774	Fungi	Ascomycota					
Otu17775	Fungi						
Otu17776	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes_hirsuta
Otu17777	Fungi						
Otu17778	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	unidentified
Otu17779	Fungi						
Otu17780	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	unidentified
Otu17781	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17782	Fungi						
Otu17783	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17784	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	Acremonium_psammosporum
Otu17785	Fungi						
Otu17786	Fungi						
Otu17787	Fungi	Rozellomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17788	Fungi						
Otu17789	Fungi	Ascomycota	Sordariomycetes	Phomatosporales	Phomatosporaceae	Phomatospora	Phomatospora_biseriata
Otu17790	Fungi	Basidiomycota	Tremellomycetes	Tremellales			
Otu17791	Fungi						
Otu17792	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	unidentified
Otu17793	Fungi	Ascomycota	Pezizomycotina_cls_Incertae_sedis	Pezizomycotina_ord_Incertae_sedis	Pezizomycotina_fam_Incertae_sedis	Halysiomyces	unidentified
Otu17794	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17795	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae		
Otu17796	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Sarocladium	unidentified
Otu17797	Fungi						
Otu17798	Fungi	Ascomycota	Sordariomycetes				
Otu17799	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17800	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita_manicata
Otu17801	Fungi						
Otu17802	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia_randhawae
Otu17803	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_catillus
Otu17804	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	Trechispora_bispora
Otu17805	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Lasiosphaeria	Lasiosphaeria_glabrata
Otu17806	Fungi	Ascomycota	Dothideomycetes	Capnodiales	unidentified	unidentified	unidentified
Otu17807	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17808	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Volutella	Volutella_ciliata
Otu17809	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Odontia	unidentified
Otu17810	Fungi						
Otu17811	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17812	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	unidentified	unidentified	unidentified
Otu17813	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Chaetocalathus	Chaetocalathus_liliputianus
Otu17814	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17815	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis	
Otu17816	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17817	Fungi						
Otu17818	Fungi						
Otu17819	Fungi						
Otu17820	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17821	Fungi						
Otu17822	Fungi	Ascomycota	Sordariomycetes				
Otu17823	Fungi						
Otu17824	Fungi						
Otu17825	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	unidentified
Otu17826	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	unidentified
Otu17827	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Thanatephorus	unidentified
Otu17828	Fungi						
Otu17829	Fungi						
Otu17830	Fungi	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossaceae	Geoglossum	Geoglossum_umbratile
Otu17831	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu17832	Fungi						
Otu17833	Fungi						
Otu17834	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetales_fam_Incertae_sedis	Poriodontia	Poriodontia_subvinosa
Otu17835	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17836	Fungi						
Otu17837	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora_chaetospira
Otu17838	Fungi	Ascomycota	Sordariomycetes	Sordariales			
Otu17839	Fungi						
Otu17840	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17841	Fungi						
Otu17842	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	unidentified	unidentified	unidentified
Otu17843	Fungi	Rozellomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17844	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17845	Fungi						
Otu17846	Fungi						
Otu17847	Fungi						
Otu17848	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17849	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
Otu17850	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Hypoxylon	
Otu17851	Fungi	Ascomycota	Sordariomycetes				
Otu17852	Fungi	Ascomycota	Leotiomycetes	Helotiales			
Otu17853	Fungi						
Otu17854	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_polygonia
Otu17855	Fungi						
Otu17856	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17857	Fungi	Basidiomycota	Tremellomycetes	Tremellales	unidentified	unidentified	unidentified
Otu17858	Fungi						
Otu17859	Fungi	Ascomycota	Leotiomycetes	Helotiales			
Otu17860	Fungi						
Otu17861	Fungi	Ascomycota					
Otu17862	Fungi						
Otu17863	Fungi						
Otu17864	Fungi	Ascomycota	Leotiomycetes				
Otu17865	Fungi						
Otu17866	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	unidentified	unidentified
Otu17867	Fungi	Ascomycota	Sordariomycetes				
Otu17868	Fungi						
Otu17869	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unidentified	unidentified
Otu17870	Fungi	Ascomycota					
Otu17871	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	unidentified
Otu17872	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae	Roussoella	unidentified
Otu17873	Fungi	Chytridiomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17874	Fungi						
Otu17875	Fungi	Ascomycota	Sordariomycetes				
Otu17876	Fungi	Ascomycota					
Otu17877	Fungi						
Otu17878	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae		
Otu17879	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_dimennae
Otu17880	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Petriella	Petriella_guttulata
Otu17881	Fungi						
Otu17882	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17883	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Tetrapyrgos	Tetrapyrgos_subcinerea
Otu17884	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17885	Fungi						
Otu17886	Fungi						
Otu17887	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
Otu17888	Fungi						
Otu17889	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17890	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
Otu17891	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae		
Otu17892	Fungi						
Otu17893	Fungi						
Otu17894	Fungi						
Otu17895	Fungi	Ascomycota	Pezizomycetes	Pezizales	Sarcoscyphaceae	Phillipsia	
Otu17896	Fungi						
Otu17897	Fungi	Ascomycota	Sordariomycetes				
Otu17898	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	unidentified	unidentified	unidentified
Otu17899	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Otu17900	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	unidentified
Otu17901	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	unidentified	unidentified	unidentified
Otu17902	Fungi	Ascomycota					
Otu17903	Fungi						
Otu17904	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta_cipronana
Otu17905	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	unidentified
Otu17906	Fungi						
Otu17907	Fungi						
Otu17908	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
Otu17909	Fungi						
Otu17910	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	unidentified	unidentified	unidentified
Otu17911	Fungi						
Otu17912	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17913	Fungi						
Otu17914	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	Saitozyma_podzolica
Otu17915	Fungi						
Otu17916	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17917	Fungi						
Otu17918	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	
Otu17919	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae		
Otu17920	Fungi	Ascomycota					
Otu17921	Fungi	Ascomycota					
Otu17922	Fungi						
Otu17923	Fungi	Ascomycota					
Otu17924	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
Otu17925	Fungi	Chytridiomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17926	Fungi						
Otu17927	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	Trechispora_nivea
Otu17928	Fungi						
Otu17929	Fungi						
Otu17930	Fungi						
Otu17931	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
Otu17932	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Anthopsis	unidentified
Otu17933	Fungi						
Otu17934	Fungi						
Otu17935	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Subulicystidium	Subulicystidium_perlongisporum
Otu17936	Fungi	Basidiomycota					
Otu17937	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Nothophoma	Nothophoma_variabilis
Otu17938	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17939	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	unidentified
Otu17940	Fungi	Ascomycota					
Otu17941	Fungi						
Otu17942	Fungi						
Otu17943	Fungi	Ascomycota					
Otu17944	Fungi						
Otu17945	Fungi						
Otu17946	Fungi	Basidiomycota	Agaricomycetes				
Otu17947	Fungi						
Otu17948	Fungi	Ascomycota	Sordariomycetes				
Otu17949	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
Otu17950	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17951	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Neohelicomyces	Neohelicomyces_deschampsiae
Otu17952	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17953	Fungi	Basidiomycota	Agaricomycetes				
Otu17954	Fungi	Ascomycota	Sordariomycetes				
Otu17955	Fungi						
Otu17956	Fungi						
Otu17957	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
Otu17958	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu17959	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	
Otu17960	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	unidentified	unidentified
Otu17961	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	Coprinellus_disseminatus
Otu17962	Fungi						
Otu17963	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Agonimia	Agonimia_allobata
Otu17964	Fungi						
Otu17965	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	unidentified
Otu17966	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariales_fam_Incertae_sedis	Phialemoniopsis	unidentified
Otu17967	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	unidentified	unidentified
Otu17968	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ilyonectria	Ilyonectria_mors-panacis
Otu17969	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Chrysozymaceae	Udeniozyma	unidentified
Otu17970	Fungi	Ascomycota					
Otu17971	Fungi						
Otu17972	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Niessliaceae	Eucasphaeria	unidentified
