	kingdom	phylum	class	order	family	genus	species
Otu25883	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	uncultured bacterium	
Otu25884	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae		
Otu25885	Bacteria	Planctomycetes	OM190	uncultured bacterium			
Otu25886	Bacteria	Elusimicrobia	Lineage IIa				
Otu25887	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
Otu25888	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae		
Otu25889	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	unidentified	
Otu25890	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured		
Otu25891	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	
Otu25892	Bacteria	Chloroflexi	TK10	uncultured bacterium			
Otu25893	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	
Otu25894	Bacteria	Acidobacteria					
Otu25895	Bacteria						
Otu25896	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured bacterium
Otu25897	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Pyrinomonadales	Pyrinomonadaceae	RB41	uncultured bacterium
Otu25898	Bacteria	Cyanobacteria	Sericytochromatia	uncultured bacterium			
Otu25899	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	Chitinophagaceae bacterium BLB-2F4-1
Otu25900	Bacteria	Proteobacteria	Alphaproteobacteria	uncultured	uncultured Acetobacteraceae bacterium		
Otu25901	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	uncultured bacterium	
Otu25902	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa	uncultured bacterium
Otu25903	Bacteria	Armatimonadetes	uncultured	metagenome			
Otu25904	Bacteria	Patescibacteria	Microgenomatia	Candidatus Daviesbacteria			
Otu25905	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	
Otu25906	Bacteria						
Otu25907	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	uncultured forest soil bacterium
Otu25908	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured		
Otu25909	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	metagenome
Otu25910	Bacteria	Patescibacteria	Parcubacteria				
Otu25911	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	
Otu25912	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Otu25913	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae		
Otu25914	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	bacterium Ellin7529	
Otu25915	Bacteria	Proteobacteria	Deltaproteobacteria				
Otu25916	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	Ellin6067	beta proteobacterium DC2b-18
Otu25917	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales			
Otu25918	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured forest soil bacterium	
Otu25919	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	uncultured bacterium
Otu25920	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	TRA3-20	metagenome	
Otu25921	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	uncultured bacterium
Otu25922	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales			
Otu25923	Bacteria	Elusimicrobia	Lineage IIb	uncultured soil bacterium			
Otu25924	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS 17		
Otu25925	Bacteria	Elusimicrobia	Lineage IIb	uncultured bacterium			
Otu25926	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
Otu25927	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Labraceae	Labrys	
Otu25928	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	metagenome	
Otu25929	Bacteria	Proteobacteria	Deltaproteobacteria				
Otu25930	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured planctomycete
Otu25931	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	
Otu25932	Bacteria	Acidobacteria	Subgroup 6				
Otu25933	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	
Otu25934	Bacteria						
Otu25935	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
Otu25936	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1		
Otu25937	Bacteria						
Otu25938	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Blastocatellales	Blastocatellaceae	JGI 0001001-H03	uncultured bacterium 164
Otu25939	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	uncultured bacterium
Otu25940	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	metagenome	
Otu25941	Bacteria	Acidobacteria	Acidobacteriia	Subgroup 2			
Otu25942	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	
Otu25943	Bacteria	Patescibacteria	Parcubacteria	uncultured Parcubacteria group bacterium			
Otu25944	Bacteria						
Otu25945	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Tahibacter	
Otu25946	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	uncultured actinobacterium		
Otu25947	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
Otu25948	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured	
Otu25949	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales			
Otu25950	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	
Otu25951	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	
Otu25952	Bacteria	Acidobacteria	Acidobacteriia	Subgroup 2			
Otu25953	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured anaerobic ammonium-oxidizing bacterium	
Otu25954	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured		
Otu25955	Bacteria	Acidobacteria	Holophagae	Subgroup 7			
Otu25956	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	
Otu25957	Bacteria	Actinobacteria					
Otu25958	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	uncultured bacterium
Otu25959	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae		
Otu25960	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	uncultured bacterium	
Otu25961	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
Otu25962	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
Otu25963	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	TRA3-20		
Otu25964	Bacteria	Patescibacteria	Parcubacteria	Candidatus Azambacteria			
Otu25965	Bacteria						
Otu25966	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	uncultured	
Otu25967	Bacteria	Proteobacteria	Alphaproteobacteria				
Otu25968	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae		
Otu25969	Bacteria						
Otu25970	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae		
Otu25971	Bacteria	Latescibacteria	uncultured Acidobacterium sp.				
Otu25972	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	Ardenticatenaceae	uncultured	uncultured bacterium
Otu25973	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peribacteria			
Otu25974	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	27F-1492R	uncultured delta proteobacterium	
Otu25975	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	
Otu25976	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Pyrinomonadales	Pyrinomonadaceae	RB41	
Otu25977	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
Otu25978	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Otu25979	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured bacterium	
Otu25980	Bacteria						
Otu25981	Bacteria	Patescibacteria	Berkelbacteria	uncultured bacterium			
Otu25982	Bacteria	Actinobacteria	Actinobacteria				
Otu25983	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloronema	uncultured bacterium
Otu25984	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	uncultured bacterium		
Otu25985	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b		
Otu25986	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	
Otu25987	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa	
Otu25988	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	
Otu25989	Bacteria	Patescibacteria	Parcubacteria	Candidatus Nomurabacteria	uncultured bacterium		
Otu25990	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	uncultured bacterium	
Otu25991	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae		
Otu25992	Bacteria	Actinobacteria	Thermoleophilia				
Otu25993	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae		
Otu25994	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	metagenome
Otu25995	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	metagenome	
Otu25996	Bacteria	Patescibacteria	Parcubacteria	Candidatus Yanofskybacteria	uncultured organism		
Otu25997	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	
Otu25998	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae		
Otu25999	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
Otu26000	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
Otu26001	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	SC-I-84		
Otu26002	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	
Otu26003	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae		
Otu26004	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	uncultured Phyllobacteriaceae bacterium	
Otu26005	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	uncultured	uncultured soil bacterium
Otu26006	Bacteria	Patescibacteria	Berkelbacteria	metagenome			
Otu26007	Bacteria						
Otu26008	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	uncultured soil bacterium
Otu26009	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	
Otu26010	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
Otu26011	Bacteria	Elusimicrobia	Lineage IIa	uncultured bacterium			
Otu26012	Bacteria	Patescibacteria	ABY1	Candidatus Kuenenbacteria	uncultured bacterium		
Otu26013	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)			
Otu26014	Bacteria	Acidobacteria	Subgroup 6				
Otu26015	Bacteria	Patescibacteria	Microgenomatia	Candidatus Daviesbacteria	Candidatus Daviesbacteria bacterium RIFCSPLOWO2_02_FULL_40_8		
Otu26016	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	uncultured bacterium	
Otu26017	Bacteria	Acidobacteria	Subgroup 6	unidentified			
Otu26018	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	uncultured bacterium	
Otu26019	Bacteria						
Otu26020	Bacteria	Firmicutes	Clostridia	Clostridiales			
Otu26021	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
Otu26022	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	uncultured bacterium	
Otu26023	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	uncultured bacterium	
Otu26024	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	Acetobacteraceae bacterium WX59	
Otu26025	Bacteria						
Otu26026	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	uncultured	uncultured alpha proteobacterium
Otu26027	Bacteria						
Otu26028	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	uncultured bacterium	
Otu26029	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	uncultured	uncultured bacterium
Otu26030	Bacteria	Chloroflexi	Ktedonobacteria	C0119	uncultured bacterium		
Otu26031	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Berkiella	uncultured bacterium
Otu26032	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)				
Otu26033	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	uncultured Pedosphaera sp.	
Otu26034	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured		
Otu26035	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	
Otu26036	Bacteria	Patescibacteria	Parcubacteria	uncultured bacterium			
Otu26037	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	KF-JG30-B3		
Otu26038	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	DS-100			
Otu26039	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	
Otu26040	Bacteria	Patescibacteria	uncultured	uncultured bacterium			
Otu26041	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Lacibacter	
Otu26042	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	uncultured bacterium		
Otu26043	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
Otu26044	Bacteria	Patescibacteria	Microgenomatia	Candidatus Daviesbacteria			
Otu26045	Bacteria	Proteobacteria					
Otu26046	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	uncultured bacterium
Otu26047	Bacteria	Bacteroidetes	Bacteroidia	SM1A07	uncultured bacterium		
Otu26048	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	uncultured bacterium	
Otu26049	Bacteria	Chloroflexi	Ktedonobacteria	C0119	uncultured soil bacterium		
Otu26050	Bacteria	Patescibacteria	Parcubacteria	uncultured bacterium			
Otu26051	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	uncultured	Ambiguous_taxa
Otu26052	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
Otu26053	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	uncultured bacterium	
Otu26054	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	uncultured bacterium	
Otu26055	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	metagenome	
Otu26056	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae		
Otu26057	Bacteria	Acidobacteria	Holophagae	Subgroup 7	uncultured Desulfovirga sp.		
Otu26058	Bacteria	Chloroflexi	JG30-KF-CM66	uncultured bacterium			
Otu26059	Bacteria	Chloroflexi	Dehalococcoidia	GIF9	AB-539-J10	SCGC-AB-539-J10	uncultured Chloroflexi bacterium
Otu26060	Bacteria	Patescibacteria	Microgenomatia	Candidatus Gottesmanbacteria	uncultured bacterium		
Otu26061	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae		
Otu26062	Bacteria	Planctomycetes	Phycisphaerae	mle1-8			
Otu26063	Bacteria	Elusimicrobia	Lineage IIa	uncultured bacterium			
Otu26064	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured	
Otu26065	Bacteria	Proteobacteria	Gammaproteobacteria	WD260			
Otu26066	Bacteria	Patescibacteria	Berkelbacteria	uncultured bacterium			
Otu26067	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	uncultured bacterium	
Otu26068	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	
Otu26069	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peribacteria			
Otu26070	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peregrinibacteria	uncultured bacterium		
Otu26071	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	
Otu26072	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14		
Otu26073	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
Otu26074	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	
Otu26075	Bacteria	Patescibacteria	Parcubacteria	Candidatus Azambacteria			
Otu26076	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Pyrinomonadales	Pyrinomonadaceae	RB41	uncultured bacterium
Otu26077	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peribacteria			
Otu26078	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	uncultured		
Otu26079	Bacteria	Proteobacteria	Gammaproteobacteria				
Otu26080	Bacteria	Patescibacteria	ABY1	Candidatus Komeilibacteria	Candidatus Komeilibacteria bacterium RIFCSPHIGHO2_01_FULL_52_14		
Otu26081	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	metagenome	
Otu26082	Bacteria	Chloroflexi	Ktedonobacteria	C0119	uncultured bacterium		
Otu26083	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41		
Otu26084	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	uncultured bacterium	
Otu26085	Bacteria	Proteobacteria					
Otu26086	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	
Otu26087	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Pyrinomonadales	Pyrinomonadaceae	RB41	
Otu26088	Bacteria	Proteobacteria	Gammaproteobacteria				
Otu26089	Bacteria	Rokubacteria	NC10	Rokubacteriales			
Otu26090	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter	uncultured bacterium
Otu26091	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	uncultured	
Otu26092	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Pyrinomonadales	Pyrinomonadaceae	RB41	
Otu26093	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	uncultured bacterium
Otu26094	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	
Otu26095	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured	uncultured bacterium
Otu26096	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peribacteria	uncultured bacterium		
Otu26097	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14		
Otu26098	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	11月24日			
Otu26099	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	
Otu26100	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	uncultured bacterium		
Otu26101	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales			
Otu26102	Bacteria	Patescibacteria	WS6 (Dojkabacteria)	uncultured bacterium			
Otu26103	Archaea	Nanoarchaeaeota	Woesearchaeia	Candidatus Amesbacteria bacterium GW2011_GWC1_47_15			
Otu26104	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Pyrinomonadales	Pyrinomonadaceae	RB41	
Otu26105	Bacteria	Patescibacteria	Berkelbacteria	uncultured bacterium			
Otu26106	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)		
Otu26107	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae		
Otu26108	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	AKYH767	uncultured Bacteroidetes bacterium	
Otu26109	Bacteria	Acidobacteria	Holophagae	Subgroup 7	uncultured Thermaerobacter sp.		
Otu26110	Bacteria	Acidobacteria	Subgroup 6				
Otu26111	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	
Otu26112	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured	uncultured bacterium
Otu26113	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Arsenicitalea	Devosia sp. Bma11
Otu26114	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	uncultured bacterium		
Otu26115	Bacteria	Acidobacteria	Subgroup 6	unidentified			
Otu26116	Bacteria	Acidobacteria	Acidobacteriia	Subgroup 2	uncultured Acidobacteria bacterium		
Otu26117	Bacteria	Acidobacteria	Subgroup 6				
Otu26118	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	uncultured bacterium
Otu26119	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
Otu26120	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	
Otu26121	Bacteria	Patescibacteria	Parcubacteria	Candidatus Doudnabacteria			
Otu26122	Bacteria	Actinobacteria					
Otu26123	Bacteria	Proteobacteria					
Otu26124	Bacteria	Firmicutes	Clostridia	Clostridiales	Defluviitaleaceae	Defluviitaleaceae UCG-011	uncultured bacterium
Otu26125	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	uncultured	
Otu26126	Bacteria	Patescibacteria	Parcubacteria	uncultured bacterium			
Otu26127	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Candidatus Solibacter	bacterium Ellin6100
Otu26128	Bacteria	Acidobacteria	Subgroup 6				
Otu26129	Bacteria	Acidobacteria	Holophagae	Subgroup 7			
Otu26130	Bacteria	Proteobacteria	Alphaproteobacteria	uncultured	bacterium Ellin6089		
Otu26131	Bacteria	Acidobacteria	Subgroup 25				
Otu26132	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Pyrinomonadales	Pyrinomonadaceae	RB41	
Otu26133	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	Ambiguous_taxa		
Otu26134	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	metagenome	
Otu26135	Bacteria	Patescibacteria	ABY1	Candidatus Uhrbacteria	metagenome		
Otu26136	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured bacterium
Otu26137	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales			
Otu26138	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
Otu26139	Bacteria						
Otu26140	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria		
Otu26141	Bacteria	Elusimicrobia	Lineage IIc	uncultured bacterium			
Otu26142	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Polycyclovorans	uncultured bacterium
Otu26143	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae		
Otu26144	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae		
Otu26145	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured		
Otu26146	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	SC-I-84		
Otu26147	Bacteria	Patescibacteria	Microgenomatia	Candidatus Pacebacteria	uncultured soil bacterium		
Otu26148	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	
Otu26149	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	uncultured	
Otu26150	Bacteria	Patescibacteria	Microgenomatia	Candidatus Woykebacteria	uncultured bacterium		
Otu26151	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
Otu26152	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales			
Otu26153	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	uncultured Acidobacteriaceae bacterium
Otu26154	Bacteria	Omnitrophicaeota	uncultured planctomycete				
Otu26155	Bacteria	Acidobacteria	Holophagae	Subgroup 7	uncultured Desulfovirga sp.		
Otu26156	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Candidatus Solibacter	
Otu26157	Bacteria	BRC1	uncultured soil bacterium PRR-11				
Otu26158	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	
Otu26159	Bacteria						
Otu26160	Bacteria	Planctomycetes					
Otu26161	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	
Otu26162	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	uncultured prokaryote	
Otu26163	Bacteria	Acidobacteria	Subgroup 6	uncultured Holophagae bacterium			
Otu26164	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured	uncultured Coxiellaceae bacterium
Otu26165	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
Otu26166	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	uncultured bacterium	
Otu26167	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20		
Otu26168	Bacteria	Acidobacteria	Subgroup 6				
